MO;MO;Site_Name;LAC;BCCH ;TCH_Available_For_Voice;FPDCH;Net_TRXs_Available;LAT;LONG
30282;30282;MBEMBE;191;76;16;1;2;-4,18961100;13,67691700
30283;30283;MBEMBE;191;78;16;1;2;-4,18961100;13,67691700
40121;40121;MBILA;108;80;16;1;2;-3,16646400;13,41596400
40122;40122;MBILA;108;67;16;1;2;-3,16646400;13,41596400
40123;40123;MBILA;108;74;16;2;2;-3,16646400;13,41596400
25031;25031;MBINDA ;612;64;16;2;2;-2,11275000;12,87541700
25032;25032;MBINDA ;612;68;16;1;2;-2,11275000;12,87541700
25033;25033;MBINDA ;612;66;8;1;1;-2,11275000;12,87541700
55041;55041;MBOMO;715;65;8;1;1;0,43785100;14,73613000
55042;55042;MBOMO;715;72;16;1;2;0,43785100;14,73613000
55043;55043;MBOMO;715;68;16;1;2;0,43785100;14,73613000
45121;45121;MBON;214;63;8;1;1;-2,00188900;15,14319400
45122;45122;MBON;214;69;16;1;2;-2,00188900;15,14319400
45123;45123;MBON;214;72;8;1;1;-2,00188900;15,14319400
10491;10491;MBONDJI1;901;71;16;1;2;-4,85250000;11,91961111
10492;10492;MBONDJI2;901;73;24;2;3;-4,85250000;11,91961111
10493;10493;MBONDJI3;901;64;24;2;3;-4,85250000;11,91961111
10494;10494;MBONDJI4;901;589;24;1;3;-4,85250000;11,91961111
10495;10495;MBONDJI5;901;593;16;1;2;-4,85250000;11,91961111
10496;10496;MBONDJI6;901;604;16;1;2;-4,85250000;11,91961111
10341;10341;MBOTA1;601;80;32;2;4;-4,78794444;11,89269444
10342;10342;MBOTA2;601;64;24;1;3;-4,78794444;11,89269444
10343;10343;MBOTA3;601;62;32;2;4;-4,78794444;11,89269444
10344;10344;MBOTA4;601;609;32;2;4;-4,78794444;11,89269444
10345;10345;MBOTA5;601;607;32;2;4;-4,78794444;11,89269444
10346;10346;MBOTA6;601;595;24;1;3;-4,78794444;11,89269444
10821;10821;MBOTABISSONGO1;401;63;32;1;4;-4,78777778;11,90725000
10822;10822;MBOTABISSONGO2;401;67;32;1;4;-4,78777778;11,90725000
10823;10823;MBOTABISSONGO3;401;73;32;1;4;-4,78777778;11,90725000
C00281;281;MBOUALE-1;100;69;75;2;10;-4,21582650;15,28288560
C00282;282;MBOUALE-2;100;75;76;2;10;-4,21582650;15,28288560
C00283;283;MBOUALE-3;100;72;76;2;10;-4,21582650;15,28288560
20171;20171;MBOUBISSI;109;71;24;1;3;-4,61210600;12,22881900
20172;20172;MBOUBISSI;109;75;8;1;1;-4,61210600;12,22881900
20173;20173;MBOUBISSI;109;82;24;1;3;-4,61210600;12,22881900
25251;25251;MBOUNDA;612;75;8;1;1;-2,81896100;11,79116100
25252;25252;MBOUNDA;612;68;8;1;1;-2,81896100;11,79116100
25253;25253;MBOUNDA;612;70;16;1;2;-2,81896100;11,79116100
C35171;35171;MBOUONO-1;400;67;28;2;4;-4,31851580;15,18897720
C35172;35172;MBOUONO-2;400;74;29;2;4;-4,31851580;15,18897720
C35173;35173;MBOUONO-3;400;63;28;2;4;-4,31851580;15,18897720
20021;20021;MENGO;109;73;16;1;2;-4,67102800;11,95152800
20022;20022;MENGO;109;81;16;1;2;-4,67102800;11,95152800
20023;20023;MENGO;109;70;16;1;2;-4,67102800;11,95152800
C00671;671;MFILOU GARE-1;250;63;60;2;8;-4,26649670;15,22049520
C00672;672;MFILOU GARE-2;250;76;60;2;8;-4,26649670;15,22049520
C00673;673;MFILOU GARE-3;250;65;44;2;6;-4,26649670;15,22049520
C00721;721;MFILOU LYCEE-1;250;67;43;2;6;-4,25948910;15,22741600
C00722;722;MFILOU LYCEE-2;250;64;45;2;6;-4,25948910;15,22741600
C00723;723;MFILOU LYCEE-3;250;76;43;2;6;-4,25948910;15,22741600
C01031;1031;MFILOU TELEVISION-1;200;70;56;2;8;-4,24093250;15,22990420
C01032;1032;MFILOU TELEVISION-2;200;77;45;2;6;-4,24093250;15,22990420
C01033;1033;MFILOU TELEVISION-3;200;64;45;2;6;-4,24093250;15,22990420
30081;30081;MFOUATI;107;70;16;1;2;-4,38906500;13,78953300
30082;30082;MFOUATI;107;76;8;1;1;-4,38906500;13,78953300
30083;30083;MFOUATI;107;72;16;1;2;-4,38906500;13,78953300
C00781;781;MIADEKA-1;200;65;60;2;8;-4,25215290;15,28457640
C00782;782;MIADEKA-2;200;74;56;2;8;-4,25215290;15,28457640
C00783;783;MIADEKA-3;200;72;60;2;8;-4,25215290;15,28457640
C00161;161;MIKALOU-1;100;74;76;2;10;-4,22215840;15,27566240
C00162;162;MIKALOU-2;100;63;76;2;10;-4,22215840;15,27566240
C00163;163;MIKALOU-3;100;77;61;2;8;-4,22215840;15,27566240
40141;40141;MIKAMBA ;108;65;24;1;3;-3,75644400;13,34691700
40142;40142;MIKAMBA ;108;63;16;1;2;-3,75644400;13,34691700
40143;40143;MIKAMBA ;108;71;16;1;2;-3,75644400;13,34691700
C01511;1511;MIKOULOU5-FEVRIER_1;100;66;29;1;4;-4,21790650;15,26753040
C01512;1512;MIKOULOU5-FEVRIER_2;100;69;29;1;4;-4,21790650;15,26753040
C01513;1513;MIKOULOU5-FEVRIER_3;100;77;29;1;4;-4,21790650;15,26753040
25191;25191;MILA MILA;612;71;16;2;2;-3,72746700;12,47711400
25192;25192;MILA MILA;612;74;16;2;2;-3,72746700;12,47711400
25193;25193;MILA MILA;612;77;16;2;2;-3,72746700;12,47711400
35431;35431;MINDOULI;413;63;32;2;4;-4,27833000;14,35260000
35432;35432;MINDOULI;413;69;24;2;3;-4,27833000;14,35260000
35433;35433;MINDOULI;413;75;32;2;4;-4,27833000;14,35260000
35311;35311;MISSAFOU;413;78;16;1;2;-4,28097200;14,47627800
35312;35312;MISSAFOU;413;67;16;1;2;-4,28097200;14,47627800
35313;35313;MISSAFOU;413;65;16;1;2;-4,28097200;14,47627800
50261;50261;MOHALI;118;75;16;1;2;0,27793330;14,49600000
50262;50262;MOHALI;118;72;16;1;2;0,27793330;14,49600000
50263;50263;MOHALI;118;64;16;1;2;0,27793330;14,49600000
62041;62041;MOKEKO;118;65;16;1;2;1,53246900;15,90528100
62042;62042;MOKEKO;118;68;16;1;2;1,53246900;15,90528100
10481;10481;MONGOKAMBA1;601;71;32;1;4;-4,76472222;11,91163889
10482;10482;MONGOKAMBA2;601;69;24;1;3;-4,76472222;11,91163889
10483;10483;MONGOKAMBA3;601;67;32;1;4;-4,76472222;11,91163889
10484;10484;MONGOKAMBA4;601;601;32;1;4;-4,76472222;11,91163889
10485;10485;MONGOKAMBA5;601;591;32;1;4;-4,76472222;11,91163889
10486;10486;MONGOKAMBA6;601;604;32;1;4;-4,76472222;11,91163889
10931;10931;MONGOLOLI1;601;69;16;1;2;-4,72745800;11,87511400
10932;10932;MONGOLOLI2;601;66;16;1;2;-4,72745800;11,87511400
10933;10933;MONGOLOLI3;601;63;32;1;4;-4,72745800;11,87511400
10421;10421;MONGOPOUKOU1;601;62;16;1;2;-4,71577778;11,86425000
10422;10422;MONGOPOUKOU2;601;71;16;1;2;-4,71577778;11,86425000
10423;10423;MONGOPOUKOU3;601;68;16;1;2;-4,71577778;11,86425000
25061;25061;MONT BELO;109;62;16;1;2;-4,12453000;12,91355000
25062;25062;MONT BELO;109;75;16;1;2;-4,12453000;12,91355000
C01261;1261;MONT BOKIERO-1;100;71;60;2;8;-4,18737130;15,28348260
C01262;1262;MONT BOKIERO-2;100;73;44;2;6;-4,18737130;15,28348260
C01263;1263;MONT BOKIERO-3;100;68;44;2;6;-4,18737130;15,28348260
20231;20231;MONT MBAMBA;109;65;16;1;2;-4,21416700;12,52863900
20232;20232;MONT MBAMBA;109;79;16;1;2;-4,21416700;12,52863900
20233;20233;MONT MBAMBA;109;74;16;1;2;-4,21416700;12,52863900
50051;50051;MOSSAKA;117;68;32;1;4;-1,22451900;16,79663100
50052;50052;MOSSAKA;117;70;32;1;4;-1,22451900;16,79663100
50053;50053;MOSSAKA;117;76;32;1;4;-1,22451900;16,79663100
25040;25040;MOSSENDJO ;612;68;32;1;4;-2,94561100;12,71536100
25041;25041;MOSSENDJO ;612;70;16;1;2;-2,94561100;12,71536100
25042;25042;MOSSENDJO ;612;72;16;1;2;-2,94561100;12,71536100
25043;25043;MOSSENDJO ;612;74;16;1;2;-2,94561100;12,71536100
60081;60081;MOUALE;118;70;8;2;1;3,22200600;17,10380300
60082;60082;MOUALE;118;72;8;2;1;3,22200600;17,10380300
60083;60083;MOUALE;118;65;8;2;1;3,22200600;17,10380300
C00291;291;MOUKOUNDZI NGOUAKA-1;250;73;75;2;10;-4,28561120;15,24430850
C00292;292;MOUKOUNDZI NGOUAKA-2;250;67;75;2;10;-4,28561120;15,24430850
C00293;293;MOUKOUNDZI NGOUAKA-3;250;64;59;2;8;-4,28561120;15,24430850
10354;10354;MOULEMBO4;601;591;32;2;4;-4,79833333;11,89625000
10355;10355;MOULEMBO5;601;598;32;2;4;-4,79833333;11,89625000
10356;10356;MOULEMBO6;601;611;32;2;4;-4,79833333;11,89625000
C00261;261;MOUNGALI-1;200;65;76;2;10;-4,25309280;15,27283380
C00262;262;MOUNGALI-2;200;76;60;2;8;-4,25309280;15,27283380
C00263;263;MOUNGALI-3;200;69;76;2;10;-4,25309280;15,27283380
25131;25131;MOUNGOUNDOU SUD;612;80;16;1;2;-2,61161900;12,66603200
25132;25132;MOUNGOUNDOU SUD;612;62;16;1;2;-2,61161900;12,66603200
25133;25133;MOUNGOUNDOU SUD;612;78;16;1;2;-2,61161900;12,66603200
C01591;1591;MOUSSOSSO-1;300;70;28;1;4;-4,27957060;15,20819850
C01592;1592;MOUSSOSSO-2;300;65;26;1;4;-4,27957060;15,20819850
C01593;1593;MOUSSOSSO-3;300;75;27;1;4;-4,27957060;15,20819850
25151;25151;MOUTAMBA ;612;77;16;1;2;-3,07861100;12,65694400
25152;25152;MOUTAMBA ;612;68;16;1;2;-3,07861100;12,65694400
25153;25153;MOUTAMBA ;612;65;16;1;2;-3,07861100;12,65694400
25331;25331;MOUTEBE ;612;69;8;1;1;-2,75858300;12,68221900
25332;25332;MOUTEBE ;612;62;8;1;1;-2,75858300;12,68221900
25333;25333;MOUTEBE ;612;65;8;1;1;-2,75858300;12,68221900
30131;30131;MOUTELA ;108;67;16;1;2;-4,21291700;13,15572200
30132;30132;MOUTELA ;108;70;16;1;2;-4,21291700;13,15572200
30133;30133;MOUTELA ;108;79;16;1;2;-4,21291700;13,15572200
30061;30061;MOUYONDZI ;107;73;32;2;4;-3,99636100;13,92030500
30062;30062;MOUYONDZI ;107;70;32;2;4;-3,99636100;13,92030500
30063;30063;MOUYONDZI ;107;76;32;2;4;-3,99636100;13,92030500
62121;62121;MOYOYE;118;71;16;1;2;0,82897200;15,50608300
62122;62122;MOYOYE;118;73;16;1;2;0,82897200;15,50608300
62123;62123;MOYOYE;118;64;16;1;2;0,82897200;15,50608300
10061;10061;MPAKAMARKET1;601;72;32;2;4;-4,81627778;11,90877778
10062;10062;MPAKAMARKET2;601;69;24;2;3;-4,81627778;11,90877778
10063;10063;MPAKAMARKET3;601;75;32;2;4;-4,81627778;11,90877778
10064;10064;MPAKAMARKET4;601;592;32;2;4;-4,81627778;11,90877778
10065;10065;MPAKAMARKET5;601;605;32;2;4;-4,81627778;11,90877778
10066;10066;MPAKAMARKET6;601;590;32;2;4;-4,81627778;11,90877778
10831;10831;MPAKAMPOLO1;601;77;32;1;4;-4,81861000;11,90044000
10832;10832;MPAKAMPOLO2;601;71;32;1;4;-4,81861000;11,90044000
10833;10833;MPAKAMPOLO3;601;62;32;1;4;-4,81861000;11,90044000
35631;35631;MPASSA MINES;413;66;16;1;2;-4,37638100;14,15416700
35632;35632;MPASSA MINES;413;74;16;1;2;-4,37638100;14,15416700
35633;35633;MPASSA MINES;413;64;16;1;2;-4,37638100;14,15416700
C00021;21;MPF-1;250;76;59;2;8;-4,27962300;15,26101490
C00022;22;MPF-2;250;71;61;2;8;-4,27962300;15,26101490
C00023;23;MPF-3;250;74;60;2;8;-4,27962300;15,26101490
C00121;121;MPILA-1;200;63;59;2;8;-4,25761410;15,29215340
C00122;122;MPILA-2;200;73;75;2;10;-4,25761410;15,29215340
C00123;123;MPILA-3;200;76;45;2;6;-4,25761410;15,29215340
C00451;451;MPISSA-1;250;73;44;2;6;-4,30376530;15,24707410
C00452;452;MPISSA-2;250;77;60;2;8;-4,30376530;15,24707410
C00453;453;MPISSA-3;250;67;25;2;4;-4,30376530;15,24707410
10191;10191;MPITA1;601;70;32;2;4;-4,80988889;11,85825000
10192;10192;MPITA2;601;66;32;2;4;-4,80988889;11,85825000
10193;10193;MPITA3;601;73;16;1;2;-4,80988889;11,85825000
C45101;45101;MPOUYA-1;213;74;29;1;4;-2,59944400;16,17805000
C45102;45102;MPOUYA-2;213;70;29;1;4;-2,59944400;16,17805000
20051;20051;MVOUTI;109;76;24;2;3;-4,25278900;12,48795300
20052;20052;MVOUTI;109;73;16;1;2;-4,25278900;12,48795300
20053;20053;MVOUTI;109;63;16;1;2;-4,25278900;12,48795300
20271;20271;NCESSI;109;71;16;2;2;-4,47449500;12,49273500
20272;20272;NCESSI;109;63;16;2;2;-4,47449500;12,49273500
20273;20273;NCESSI;109;74;16;2;2;-4,47449500;12,49273500
25261;25261;NDENDE;612;62;16;1;2;-2,95724700;12,02144400
25262;25262;NDENDE;612;76;8;1;1;-2,95724700;12,02144400
25263;25263;NDENDE;612;65;16;1;2;-2,95724700;12,02144400
10071;10071;NDJENO1;501;69;24;2;3;-4,90883100;11,94203100
10072;10072;NDJENO2;501;72;16;2;2;-4,90883100;11,94203100
10073;10073;NDJENO3;501;75;16;2;2;-4,90883100;11,94203100
C35051;35051;NDJIRI-1;100;69;29;1;4;-4,13221900;15,32611000
C35052;35052;NDJIRI-2;100;77;27;1;4;-4,13221900;15,32611000
C35053;35053;NDJIRI-3;100;66;29;1;4;-4,13221900;15,32611000
60171;60171;NDOKI_1;118;75;8;2;1;1,35458200;16,41212700
60172;60172;NDOKI_1;118;69;8;2;1;1,35458200;16,41212700
60173;60173;NDOKI_1;118;67;8;2;1;1,35458200;16,41212700
60181;60181;NDOKI_2;118;69;8;2;1;1,52120100;16,37114700
60182;60182;NDOKI_2;118;64;16;2;2;1,52120100;16,37114700
60183;60183;NDOKI_2;118;72;8;2;1;1,52120100;16,37114700
C01601;1601;NEW BIFOUITI_1;300;70;39;1;6;-4,30243730;15,23443790
C01602;1602;NEW BIFOUITI_2;300;75;45;1;6;-4,30243730;15,23443790
C01603;1603;NEW BIFOUITI_3;300;68;39;1;6;-4,30243730;15,23443790
C01061;1061;NEW BOURREAU_1;300;67;40;1;6;-4,29526330;15,23692610
C01062;1062;NEW BOURREAU_2;300;77;39;1;6;-4,29526330;15,23692610
C01063;1063;NEW BOURREAU_3;300;74;37;1;6;-4,29526330;15,23692610
35621;35621;NEW CASE BARNIER-1;413;64;12;1;2;-4,11007800;15,12050000
35622;35622;NEW CASE BARNIER-2;413;67;12;1;2;-4,11007800;15,12050000
35623;35623;NEW CASE BARNIER-3;413;70;12;1;2;-4,11007800;15,12050000
C01371;1371;NEW CIESPAC-1;100;63;26;1;4;-4,20802780;15,27720640
C01372;1372;NEW CIESPAC-2;100;73;27;1;4;-4,20802780;15,27720640
C01373;1373;NEW CIESPAC-3;100;66;27;1;4;-4,20802780;15,27720640
C01041;1041;NEW MANDELA-1;200;74;60;2;8;-4,26759960;15,27924250
C01042;1042;NEW MANDELA-2;200;68;61;2;8;-4,26759960;15,27924250
C01043;1043;NEW MANDELA-3;200;66;57;2;8;-4,26759960;15,27924250
C01331;1331;NEW MAZALA_1;100;73;56;1;8;-4,22450400;15,24759770
C01332;1332;NEW MAZALA_2;100;66;40;1;6;-4,22450400;15,24759770
C01333;1333;NEW MAZALA_3;100;68;58;1;8;-4,22450400;15,24759770
C01351;1351;NEW MFILOU_1;200;75;41;1;6;-4,24651900;15,22911000
C01352;1352;NEW MFILOU_2;200;71;43;1;6;-4,24651900;15,22911000
C01353;1353;NEW MFILOU_3;200;73;29;1;4;-4,24651900;15,22911000
10841;10841;NEWANDREJACQU1;601;75;16;1;2;-4,72803000;11,90333000
10842;10842;NEWANDREJACQU2;601;72;16;1;2;-4,72803000;11,90333000
10843;10843;NEWANDREJACQU3;601;64;16;1;2;-4,72803000;11,90333000
10851;10851;NEWFOUTA1;501;74;16;1;2;-4,97751100;12,01377000
10852;10852;NEWFOUTA2;501;71;16;1;2;-4,97751100;12,01377000
10853;10853;NEWFOUTA3;501;76;16;1;2;-4,97751100;12,01377000
10861;10861;NEWHQPNR1;601;66;32;1;4;-4,79394000;11,84274000
10862;10862;NEWHQPNR2;601;75;32;1;4;-4,79394000;11,84274000
10863;10863;NEWHQPNR3;601;72;32;1;4;-4,79394000;11,84274000
C01021;1021;NEWKINTELE-1;100;67;45;2;6;-4,14069700;15,34678000
C01022;1022;NEWKINTELE-2;100;73;29;2;4;-4,14069700;15,34678000
C01023;1023;NEWKINTELE-3;100;65;29;2;4;-4,14069700;15,34678000
C35081;35081;NGABE-1;213;70;13;1;2;-3,20666700;16,14333000
C35082;35082;NGABE-2;213;74;28;1;4;-3,20666700;16,14333000
C35083;35083;NGABE-3;213;64;13;1;2;-3,20666700;16,14333000
C00861;861;NGALIFOUROU-1;200;63;60;2;8;-4,23703290;15,27878280
C00862;862;NGALIFOUROU-2;200;70;45;2;6;-4,23703290;15,27878280
C00863;863;NGALIFOUROU-3;200;74;59;2;8;-4,23703290;15,27878280
C01381;1381;NGAMAKOSSO BORDER-1;100;66;29;2;4;-4,19302320;15,30432610
C01382;1382;NGAMAKOSSO BORDER-2;100;63;41;2;6;-4,19302320;15,30432610
C01383;1383;NGAMAKOSSO BORDER-3;100;69;58;2;8;-4,19302320;15,30432610
C00391;391;NGAMAKOSSO-1;100;75;58;2;8;-4,19972710;15,29154870
C00392;392;NGAMAKOSSO-2;100;72;57;2;8;-4,19972710;15,29154870
C00393;393;NGAMAKOSSO-3;100;68;58;2;8;-4,19972710;15,29154870
C01361;1361;NGAMOUKASSA MFILOU-1;250;72;28;2;4;-4,25998740;15,20942020
C01362;1362;NGAMOUKASSA MFILOU-2;250;63;26;2;4;-4,25998740;15,20942020
C01363;1363;NGAMOUKASSA MFILOU-3;250;68;29;2;4;-4,25998740;15,20942020
C45021;45021;NGO-1;213;68;29;1;4;-2,51928000;15,71772000
C45022;45022;NGO-2;213;73;29;1;4;-2,51928000;15,71772000
C45023;45023;NGO-3;213;66;29;1;4;-2,51928000;15,71772000
10311;10311;NGOFO1;601;68;16;1;2;-4,75091667;11,88347222
10312;10312;NGOFO2;601;64;24;1;3;-4,75091667;11,88347222
10313;10313;NGOFO3;601;73;24;1;3;-4,75091667;11,88347222
10314;10314;NGOFO4;601;606;16;1;2;-4,75091667;11,88347222
10315;10315;NGOFO5;601;609;24;1;3;-4,75091667;11,88347222
10316;10316;NGOFO6;601;593;32;1;4;-4,75091667;11,88347222
50161;50161;NGOKO;118;74;16;1;2;-0,56209400;15,41402800
50162;50162;NGOKO;118;68;16;1;2;-0,56209400;15,41402800
50163;50163;NGOKO;118;71;16;1;2;-0,56209400;15,41402800
62021;62021;NGOMBE;118;69;24;1;3;1,43088100;16,18323000
62022;62022;NGOMBE;118;66;24;1;3;1,43088100;16,18323000
62023;62023;NGOMBE;118;71;24;1;3;1,43088100;16,18323000
25201;25201;NGONGO;612;73;16;1;2;-2,66495600;11,61425300
25202;25202;NGONGO;612;77;16;1;2;-2,66495600;11,61425300
25203;25203;NGONGO;612;80;8;1;1;-2,66495600;11,61425300
25171;25171;NGOUA2;812;71;8;1;1;-2,94144700;12,35293100
25172;25172;NGOUA2;812;80;16;1;2;-2,94144700;12,35293100
25173;25173;NGOUA2;812;63;16;1;2;-2,94144700;12,35293100
20281;20281;NGOUDI;191;;16;1;2;-4,02162500;11,55827800
20282;20282;NGOUDI;191;;16;1;2;-4,02162500;11,55827800
20283;20283;NGOUDI;191;;16;1;2;-4,02162500;11,55827800
10181;10181;NGOYO;501;65;16;1;2;-4,84141667;11,90866667
10182;10182;NGOYO;501;77;24;1;3;-4,84141667;11,90866667
10183;10183;NGOYO;501;80;24;1;3;-4,84141667;11,90866667
10184;10184;NGOYO;501;608;32;1;4;-4,84141667;11,90866667
10185;10185;NGOYO;501;592;24;1;3;-4,84141667;11,90866667
10186;10186;NGOYO;501;594;24;1;3;-4,84141667;11,90866667
10181;10181;NGOYO1;901;65;16;1;2;-4,84141667;11,90866667
10182;10182;NGOYO2;901;77;24;2;3;-4,84141667;11,90866667
10881;10881;NGOYO21;901;67;24;1;3;-4,83207000;11,90043000
10882;10882;NGOYO22;901;72;32;1;4;-4,83207000;11,90043000
10883;10883;NGOYO23;901;70;32;1;4;-4,83207000;11,90043000
10183;10183;NGOYO3;901;80;24;2;3;-4,84141667;11,90866667
10184;10184;NGOYO4;901;608;32;2;4;-4,84141667;11,90866667
10185;10185;NGOYO5;901;592;16;1;2;-4,84141667;11,90866667
10186;10186;NGOYO6;901;594;32;2;4;-4,84141667;11,90866667
30010;30010;NKAYI;108;70;24;1;3;-4,18780000;13,28213900
30011;30011;NKAYI;108;66;24;2;3;-4,18780000;13,28213900
30012;30012;NKAYI;108;64;24;2;3;-4,18780000;13,28213900
30013;30013;NKAYI;108;73;16;2;2;-4,18780000;13,28213900
30014;30014;NKAYI;108;605;16;1;2;-4,18780000;13,28213900
30015;30015;NKAYI;108;601;24;2;3;-4,18780000;13,28213900
30016;30016;NKAYI;108;603;24;2;3;-4,18780000;13,28213900
30017;30017;NKAYI;108;589;16;2;2;-4,18780000;13,28213900
30018;30018;NKAYI;108;591;16;2;2;-4,18780000;13,28213900
30151;30151;NKAYI VILLAGE;108;72;40;2;5;-4,17977800;13,28725000
30152;30152;NKAYI VILLAGE;108;74;48;2;6;-4,17977800;13,28725000
30153;30153;NKAYI VILLAGE;108;63;64;2;8;-4,17977800;13,28725000
20141;20141;NKOLA;601;69;16;1;2;-3,95281400;11,64017000
20142;20142;NKOLA;601;71;16;1;2;-3,95281400;11,64017000
20143;20143;NKOLA;601;73;16;1;2;-3,95281400;11,64017000
C01401;1401;NKOMBO MATARI-1;100;69;60;2;8;-4,19303130;15,24475380
C01402;1402;NKOMBO MATARI-2;100;67;45;2;6;-4,19303130;15,24475380
C01403;1403;NKOMBO MATARI-3;100;63;43;2;6;-4,19303130;15,24475380
45231;45231;NKOUA;214;73;16;1;2;-2,35047200;14,45197200
45232;45232;NKOUA;214;64;16;1;2;-2,35047200;14,45197200
45233;45233;NKOUA;214;71;16;1;2;-2,35047200;14,45197200
10521;10521;NKOUIKOU1;601;69;32;1;4;-4,76113889;11,89425000
10522;10522;NKOUIKOU2;601;79;24;1;3;-4,76113889;11,89425000
10523;10523;NKOUIKOU3;601;65;24;1;3;-4,76113889;11,89425000
10524;10524;NKOUIKOU4;601;589;32;1;4;-4,76113889;11,89425000
10525;10525;NKOUIKOU5;601;593;32;1;4;-4,76113889;11,89425000
10526;10526;NKOUIKOU6;601;598;32;1;4;-4,76113889;11,89425000
50091;50091;NTOKOU;305;73;16;1;2;0,01538900;16,32450000
50092;50092;NTOKOU;305;76;16;1;2;0,01538900;16,32450000
35511;35511;NTOMBO MANYANGA;413;74;8;1;1;-4,85304200;14,42195600
35512;35512;NTOMBO MANYANGA;413;62;8;1;1;-4,85304200;14,42195600
35513;35513;NTOMBO MANYANGA;413;68;8;1;1;-4,85304200;14,42195600
25081;25081;NYANGA;612;79;16;1;2;-2,91427800;11,88800600
25082;25082;NYANGA;612;70;16;1;2;-2,91427800;11,88800600
25083;25083;NYANGA;612;74;16;1;2;-2,91427800;11,88800600
20071;20071;NZAMBI ;601;64;8;1;1;-3,95788900;11,28569400
20072;20072;NZAMBI ;601;80;16;1;2;-3,95788900;11,28569400
20073;20073;NZAMBI ;601;66;16;2;2;-3,95788900;11,28569400
10131;10131;NZASSI;501;64;24;1;3;-4,98800000;12,04696900
10132;10132;NZASSI;501;66;24;1;3;-4,98800000;12,04696900
10133;10133;NZASSI;501;73;16;1;2;-4,98800000;12,04696900
10131;10131;NZASSI1;501;64;16;1;2;-4,98800000;12,04696900
10132;10132;NZASSI2;501;66;24;2;3;-4,98800000;12,04696900
10133;10133;NZASSI3;501;73;16;1;2;-4,98800000;12,04696900
35611;35611;NZITA ZOULOU;413;71;8;1;1;-4,45050000;15,08741700
35612;35612;NZITA ZOULOU;413;68;16;1;2;-4,45050000;15,08741700
35613;35613;NZITA ZOULOU;413;65;16;1;2;-4,45050000;15,08741700
25401;25401;NZOUNGOU KIBANGOU;109;62;16;1;2;-4,31533300;12,69975000
25402;25402;NZOUNGOU KIBANGOU;109;70;8;1;1;-4,31533300;12,69975000
25403;25403;NZOUNGOU KIBANGOU;109;74;8;1;1;-4,31533300;12,69975000
50151;50151;OBEYA;118;70;8;1;1;-0,84221900;15,82055800
50152;50152;OBEYA;118;72;8;1;1;-0,84221900;15,82055800
50153;50153;OBEYA;118;67;16;1;2;-0,84221900;15,82055800
50231;50231;OBOUYA;118;75;16;2;2;-0,92708300;15,71752800
50232;50232;OBOUYA;118;64;16;2;2;-0,92708300;15,71752800
50233;50233;OBOUYA;118;62;16;2;2;-0,92708300;15,71752800
C00884;884;OCEAN DU NORD-4;100;611;28;2;4;-4,21999880;15,27391530
C00885;885;OCEAN DU NORD-5;100;607;28;2;4;-4,21999880;15,27391530
C00886;886;OCEAN DU NORD-6;100;592;25;2;4;-4,21999880;15,27391530
C00231;231;OCH BZV-1;200;77;60;3;8;-4,26763200;15,26548860
C00232;232;OCH BZV-2;200;63;60;4;8;-4,26763200;15,26548860
C00233;233;OCH BZV-3;200;65;61;2;8;-4,26763200;15,26548860
10621;10621;OCHMIAMBANZILA1;601;70;32;2;4;-4,79530600;11,87877800
10622;10622;OCHMIAMBANZILA2;601;77;24;1;3;-4,79530600;11,87877800
10623;10623;OCHMIAMBANZILA3;601;80;24;1;3;-4,79530600;11,87877800
10624;10624;OCHMIAMBANZILA4;601;605;32;2;4;-4,79530600;11,87877800
10625;10625;OCHMIAMBANZILA5;601;589;32;2;4;-4,79530600;11,87877800
10626;10626;OCHMIAMBANZILA6;601;611;32;2;4;-4,79530600;11,87877800
50241;50241;ODZAKA;214;76;16;2;2;-0,11680500;15,70006900
50242;50242;ODZAKA;214;64;16;2;2;-0,11680500;15,70006900
50243;50243;ODZAKA;214;62;16;2;2;-0,11680500;15,70006900
C35021;35021;ODZIBA-1;213;77;;1;2;-3,57845000;15,51581000
C35022;35022;ODZIBA-2;213;65;;1;2;-3,57845000;15,51581000
55071;55071;OKIA;117;;16;1;2;-0,79922200;15,23160000
